item_name_original,item_name_english,category_standardized
花椰菜馬鈴薯,Aloo Gobhi,Pasta / Noodles / Rice
香料秋葵,Bhindi Do Pyaza,Pasta / Noodles / Rice
總匯鮮蔬,Veg. Jhal Frezi,Pasta / Noodles / Rice
什錦蔬菜,Mixed Vegetable,Pasta / Noodles / Rice
青豆匯蘑菇,Matar Mushroom,Pasta / Noodles / Rice
蔬菜堅果,Navaratan Korma,Pasta / Noodles / Rice
蠔油玉蘭,,Mains
粉絲蟹煲,,Mains
清炒A菜,,Mains
腐乳通菜,,Mains
粉絲蝦煲,,Mains
清炒高麗菜,,Mains
粉絲牛肉煲,,Mains
蠔油鮮菇,,Mains
海鮮豆腐煲,,Mains
莧菜吻魚,,Mains
菜扒鮮菇,,Mains
腊味豆腐煲,,Mains
魚香茄子,,Mains
鹹魚雞粒豆腐煲,,Mains
西湖豬肉羹,,Soups
西洋菜肉片湯,,Sides & Accompaniments
西湖牛肉羹,,Sides & Accompaniments
紅燒豆腐,,Sides & Accompaniments
脆皮豆腐,,Sides & Accompaniments
西洋芹魚片湯,,Sides & Accompaniments
豉油蒸釀豆腐,,Sides & Accompaniments
豉油蒸滑豆腐,,Sides & Accompaniments
牛蒡燉排骨湯,,Sides & Accompaniments
羅漢豆腐,,Sides & Accompaniments
八珍扒豆腐,,Sides & Accompaniments
酸菜肚片湯,,Sides & Accompaniments
榨菜肉絲湯,,Sides & Accompaniments
鮮茄牛肉湯,,Sides & Accompaniments
海鮮豆腐湯,,Sides & Accompaniments
雞蓉栗米湯,,Sides & Accompaniments
麻婆豆腐,,Sides & Accompaniments
翡翠瑤柱羹,,Sides & Accompaniments
瓊山豆腐,,Sides & Accompaniments
芥菜鹹蛋肉片湯,,Sides & Accompaniments
原味鮮奶酪,,Appetizers & Starters
昆布鍋,,Appetizers & Starters
Crazy 脆脆薯,,Appetizers & Starters
芒果鮮奶酪,,Appetizers & Starters
石頭火鍋,,Appetizers & Starters
羅勒雞,,Appetizers & Starters
敲敲焦糖烤布蕾,,Appetizers & Starters
牛奶昆布鍋,,Appetizers & Starters
墨西哥雞翅,,Appetizers & Starters
酥炸鱈魚條,,Appetizers & Starters
紅茶(冰/熱),,Pasta / Noodles / Rice
無糖綠茶(冰/熱),,Pasta / Noodles / Rice
經典三杯雞,,Mains
可樂(冰),,Mains
日式黑咖喱牛培根,,Mains
美式咖啡(冰/熱),,Mains
泰式辣炒豬肉,,Mains
鮮奶茶(冰/熱),,Mains
拿鐵(冰/熱),,Mains
奶蓋紅茶(冰),,Mains
奶蓋綠茶(冰),,Pasta / Noodles / Rice
野菇鮮蔬義大利麵(素),,Pasta / Noodles / Rice
巧克力ㄋㄟㄋㄟ(冰/熱),,Pasta / Noodles / Rice
野菇鮮蔬燉飯(素),,Pasta / Noodles / Rice
繽紛水果茶(冰/熱),,Pasta / Noodles / Rice
奶油鮮蔬義大利麵(蛋奶素),,Pasta / Noodles / Rice
泡菜牛培根義大利麵,,Pasta / Noodles / Rice
壽喜燒梅花豬義大利麵,,Pasta / Noodles / Rice
奶油牛培根義大利麵,,Pasta / Noodles / Rice
青醬雞肉義大利麵,,Pasta / Noodles / Rice
明太子透抽義大利麵,,Pasta / Noodles / Rice
蒜香海鮮義大利麵,,Pasta / Noodles / Rice
蝦醬鮮蝦義大利麵,,Pasta / Noodles / Rice
蕃茄海鮮義大利麵,,Pasta / Noodles / Rice
奶油海鮮義大利麵,,Pasta / Noodles / Rice
青醬奶油海鮮義大利麵,,Pasta / Noodles / Rice
白酒蛤蜊義大利麵,,Pasta / Noodles / Rice
海鮮焗烤義大利麵,,Pasta / Noodles / Rice
雞肉咖哩捲,Chicken Square Roll,Pasta / Noodles / Rice
蔬菜咖哩捲,Veg. Square Roll,Pasta / Noodles / Rice
奶油野菇鮮蔬燉飯(蛋奶素),Alfredo Sauce Risotto with Fresh Veggies (Vegetarian),Pasta / Noodles / Rice
紅茶(冰/熱),Black Tea(Cold/Hot),Beverages (Non-Alcoholic)
奶油起司海鮮焗烤飯,Creamy Seafood Risotto Topped with Baked Cheese,Beverages (Non-Alcoholic)
無糖綠茶(冰/熱),Sugar Free Green Tea(Cold/Hot),Beverages (Non-Alcoholic)
鮮奶茶(冰/熱),Milk Tea(Cold/Hot),Beverages (Non-Alcoholic)
番紅花奶油海鮮燉飯,Cream of Saffron Seafood Risotto,Beverages (Non-Alcoholic)
奶蓋紅茶(冰),Black Tea With Foamy(Cold),Beverages (Non-Alcoholic)
奶蓋綠茶(冰),Sugar Free Green Tea With Foamy(Cold),Beverages (Non-Alcoholic)
巧克力牛奶(冰/熱),Chocolate Milk(Cold/Hot),Beverages (Non-Alcoholic)
松露野菇奶油雞肉燉飯,Creamy Truffle Risotto with Chicken,Beverages (Non-Alcoholic)
美式咖啡(冰/熱),Americano (Cold/Hot),Beverages (Non-Alcoholic)
雲朵咖啡(冰),Americano with Creamy Cheese Milk Foam (Cold),Beverages (Non-Alcoholic)
香煎松阪豬羅勒青醬燉飯,Pesto Risotto with Pan Fried Pork Neck,Beverages (Non-Alcoholic)
拿鐵(冰/熱),Latte(Cold/Hot),Beverages (Non-Alcoholic)
西西里咖啡(冰),Espresso Romano (Cold),Beverages (Non-Alcoholic)
酥炸軟殼蟹明太子燉飯,Mentaiko Risotto with Crispy Fried Soft Shell Crab,Beverages (Non-Alcoholic)
可樂,Coca-Cola,Beverages (Non-Alcoholic)
氣泡水,Sparkling water,Beverages (Non-Alcoholic)
經典Mojito無酒精氣泡飲,Virgin Mojito (Alcohol Free),Beverages (Non-Alcoholic)
鳳梨Mojito無酒精氣泡飲,Virgin Pineapple Mojito (Alcohol Free),Beverages (Non-Alcoholic)
芒果Mojito無酒精氣泡飲,Virgin Mango Mojito (Alcohol Free),Beverages (Non-Alcoholic)
百香果Mojito無酒精氣泡飲,Virgin Passionfruit Mojito (Alcohol Free),Beverages (Non-Alcoholic)
鮮蔬沙拉盤,Green Salad,Salads & Cold Dishes
印式原味優格,Plain Yogurt,Salads & Cold Dishes
印式蔬菜優格,Mixed Raita,Salads & Cold Dishes
番茄湯,Tomato Soup,Soups
扁豆湯,Dal Soup,Soups
蘑菇湯,Mushroom Soup,Soups
雞肉湯,Chicken Soup,Soups
慢燉鴨肉醬義大利麵,Spaghetti Alla Puttanesca with Duck Ragout,Pasta / Noodles / Rice
蕃茄鯷魚中卷義大利麵,Spaghetti Alla Puttanesca with Squid,Pasta / Noodles / Rice
白酒蛤蜊義大利麵,Spaghetti with White Wine and Clams,Pasta / Noodles / Rice
波隆那千層肉醬麵,Lasagne Alla Bolognese,Appetizers & Starters
柑橘鮮蝦沙拉,Citrus Shrimps Salad,Mains
菠菜綜合乳酪手工麵疙瘩,"Gnocchi with Spinach, Mixed Cheese",Mains
美國肋眼牛排,U.S Rid-Eye Steak (8 oz),Mains
香料雞胸凱薩沙拉,Spiced Chicken Breast Caesar Salad,Mains
培根奶油蛋黃義大利麵,Carbonara,Mains
澳洲菲力牛排,Australian Fillet Steak(6 oz),Mains
煙燻鮭魚盤,Smoked Salmon Platter,Mains
炭烤戰斧豬排,Grilled Tomahawk Pork Chops,Mains
綜合起司冷肉盤,Assorted Cold Cuts and Cheese Platter,Mains
紐西蘭小羔羊排佐香草薄荷醬,Grilled New Zealand Lamb with Mint Sauce,Mains
蒜香奶油焗松露野菇襯法國麵包,Baked Gratin Garlic Truffle Mushroom with Sliced Baguettes,Mains
脆皮德國豬腳襯香腸佐蜂蜜芥末籽梅子醬,"German Pork Knuckle, Sausage with Honey Mustard and Plum Sauce",Mains
帶皮細薯(原味/松露醬/東港櫻花蝦),French Fries with (Original / Truffle Sauce / Sergestid Shrimp),Mains
櫻桃鴨胸佐莓果酒醬,Cherry Valley Duck with Berries Red Wine Sauce,Mains
水牛城辣雞翅,Buffalo Chicken Wings,Mains
地中海香烤鮭魚排,Mediterranean Baked Salmon Fillet,Mains
培根鯷魚炒花菜,Stir-Fry Caulifower with Anchovies and Bacon,Pasta / Noodles / Rice
義大利培根起司炸飯糰,Arancini,Pasta / Noodles / Rice
海鮮蘭花香燉飯,Risotto Seafood with Orchid Sauce,Pasta / Noodles / Rice
西西里香草番茄鮮蝦,Sicilian Tomato Shrimps,Pasta / Noodles / Rice
柚子胡椒虱目魚燉飯,Risotto Milkfish with Yuzu Pepper Sauce,Pasta / Noodles / Rice
西西里烤中卷與青檸洋芋,Sicilian Grilled Squid with Lemon Potato,Pasta / Noodles / Rice
牛肝菌松露野菇燉飯,"Risotto Truffle, Mixed Mushrooms Porcini Sauce",Pasta / Noodles / Rice
香煎鮮干貝,Dry Fried Scallops,Pasta / Noodles / Rice
蒜味奶油絲瓜蛤蜊燉飯,Risotto Loofan and Clam Garlic Cream Sauce,Pasta / Noodles / Rice
拿坡里酥炸海鮮,Deep Fried Seafood,Pasta / Noodles / Rice
南瓜金沙軟殼蟹燉飯,"Risotto Crab Meat, Salted Egg Yolk Pumpkin Sauce",Pasta / Noodles / Rice
炸物拼盤,Greedy Platter,Pasta / Noodles / Rice
剝皮辣椒菌菇雞肉燉飯,"Risotto Chicken, Peeled Chili Pepper, Mushrooms",Pasta / Noodles / Rice
精釀啤酒 (豐潤496 / 山霧) 330ml,Craft Beer (Kirin Craft Beer / Mountain Mist),Alcohol & Cocktails
海尼根330ml,"Heineken, Netherlands",Alcohol & Cocktails
可樂娜355ml,"Corona, Mexico",Alcohol & Cocktails
法國可倫堡1664啤酒330ml,"Kronenbourg 1664 Blanc, France",Alcohol & Cocktails
"純真年代 小黃瓜,水蜜桃果泥,檸檬汁","Innocence Age Cucumber, Peach, Lemon Juice",Other
"étage 15特調 阿薩姆紅茶,薄荷葉,水蜜桃果泥,檸檬汁","étage 15 Special Black Tea, Mint Leaves, Peach, Lemon Juice",Other
"初戀 新鮮蘋果,優格,養樂多,檸檬汁","First Love Apple, Yogurt, Yakult, Lemon Juice",Other
"仙履奇緣 新鮮奇異果,薄荷葉,蜂蜜,阿薩姆紅茶,檸檬汁","Kiwi Drink Kiwi, Fresh Mint Leaves, Honey, Black Tea, Lemon Juice",Other
薄荷茱莉普(草莓 / 百香果),Mint Julep (Strawberry / Passion Fruit),Other
可口可樂,Coke Cola,Beverages (Non-Alcoholic)
零卡可樂,Coke Zero,Beverages (Non-Alcoholic)
雪碧,Sprite,Beverages (Non-Alcoholic)
舒味思薑汁汽水,Schweppes Ginger Ale,Beverages (Non-Alcoholic)
舒味思蘇打水,Schweppes Soda Water,Beverages (Non-Alcoholic)
舒味思通寧水,Schweppes Tonic Water,Beverages (Non-Alcoholic)
愛維養礦泉水(330ml),Evian Mineral Water (330ml),Beverages (Non-Alcoholic)
沛綠雅氣泡礦泉水,Perrier Sparkling Water,Beverages (Non-Alcoholic)
原味蛋餅,,Pasta / Noodles / Rice
招牌蛋堡,,Pasta / Noodles / Rice
紅茶,,Pasta / Noodles / Rice
玉米蛋,,Pasta / Noodles / Rice
香雞排蛋堡,,Pasta / Noodles / Rice
玉米蛋餅,,Pasta / Noodles / Rice
奶茶,,Pasta / Noodles / Rice
鮪魚蛋堡,,Pasta / Noodles / Rice
豆漿,,Pasta / Noodles / Rice
肉鬆蛋餅,,Pasta / Noodles / Rice
培根蛋堡,,Pasta / Noodles / Rice
咖啡牛奶,,Pasta / Noodles / Rice
火腿蛋餅,,Pasta / Noodles / Rice
火腿蛋堡,,Pasta / Noodles / Rice
柳橙汁,,Pasta / Noodles / Rice
培根蛋餅,,Pasta / Noodles / Rice
豬柳蛋堡,,Pasta / Noodles / Rice
無糖綠茶,,Pasta / Noodles / Rice
起士蛋餅,,Pasta / Noodles / Rice
豬排蛋堡,,Pasta / Noodles / Rice
玩具牛奶,,Pasta / Noodles / Rice
熱狗蛋餅,,Pasta / Noodles / Rice
鮮蝦蛋堡,,Pasta / Noodles / Rice
雞排蛋餅,,Mains
雞腿蛋堡,,Mains
肉片蛋餅,,Mains
總匯蛋堡,,Mains
意麵,,Mains
咔啦雞腿蛋堡,,Mains
鮪魚蛋餅,,Mains
烏龍麵,,Mains
豬柳蛋餅,,Mains
巧克力堡,,Mains
冬粉,,Mains
豬排蛋餅,,Mains
雞絲麵,,Mains
總匯蛋餅 50,,Other
巧克力土司,,Pasta / Noodles / Rice
雞腿蛋餅,,Pasta / Noodles / Rice
黑胡椒加蛋,,Pasta / Noodles / Rice
花生土司,,Pasta / Noodles / Rice
蔥抓餅加蛋,,Pasta / Noodles / Rice
蘑菇加蛋,,Pasta / Noodles / Rice
草莓土司,,Other
火腿三明治,,Other
奶酥土司,,Other
肉鬆三明治,,Breakfast & Brunch
夾蛋土司,,Breakfast & Brunch
巧克力,,Breakfast & Brunch
鮪魚三明治,,Breakfast & Brunch
培根蛋土司,,Breakfast & Brunch
雞排三明治,,Breakfast & Brunch
花生,,Breakfast & Brunch
火腿蛋土司,,Breakfast & Brunch
草莓,,Breakfast & Brunch
咔啦三明治,,Breakfast & Brunch
肉鬆蛋土司,,Breakfast & Brunch
總匯三明治,,Breakfast & Brunch
奶酥,,Breakfast & Brunch
起士蛋土司,,Breakfast & Brunch
熱狗卷,,Breakfast & Brunch
肉片蛋土司,,Breakfast & Brunch
香蒜,,Breakfast & Brunch
雞排蛋土司,,Other
豬排餐,,Other
鮪魚蛋土司,,Other
水煎餃,,Other
法國土司,,Other
小雞塊,,Other
豬柳蛋土司,,Other
豬排蛋土司,,Other
港式蘿蔔糕,,Other
鮮蝦蛋土司,,Other
鐵板熱狗,,Other
雞腿蛋土司,,Other
煎肉片,,Other
咔啦雞腿蛋土司,,Other
荷包蛋,,Other
魯肉飯(小),,Set Meals & Combos
魯肉飯(大),,Pasta / Noodles / Rice
肉羹飯,,Pasta / Noodles / Rice
菜 飯,,Pasta / Noodles / Rice
排骨飯,,Pasta / Noodles / Rice
蝦卷飯,,Pasta / Noodles / Rice
焢肉飯,,Pasta / Noodles / Rice
魚排飯,,Pasta / Noodles / Rice
紅糟肉飯,,Pasta / Noodles / Rice
雞腿飯,,Pasta / Noodles / Rice
咖哩飯(小),,Pasta / Noodles / Rice
咖哩飯(大),,Pasta / Noodles / Rice
咖哩菜飯,,Pasta / Noodles / Rice
咖哩排骨飯,,Pasta / Noodles / Rice
咖哩雞腿飯,,Pasta / Noodles / Rice
紫菜湯,,Pasta / Noodles / Rice
魚丸湯,,Pasta / Noodles / Rice
肉羹湯,,Pasta / Noodles / Rice
肉羹麵,,Pasta / Noodles / Rice
肉羹米粉,,Pasta / Noodles / Rice
蛋 滷,,Pasta / Noodles / Rice
絲 筍,,Pasta / Noodles / Rice
白 白菜魯,,Pasta / Noodles / Rice
小 菜,,Pasta / Noodles / Rice
油豆腐 油,,Pasta / Noodles / Rice
卷 蝦,,Pasta / Noodles / Rice
骨,,Pasta / Noodles / Rice
焢 肉,,Pasta / Noodles / Rice
紅糟肉,,Pasta / Noodles / Rice
雞 腿,,Pasta / Noodles / Rice
肉焿湯,,Soups
錦邊趖,,Soups
苦瓜排骨湯,,Soups
人蔘雞,,Soups
蛤蜊雞,,Soups
豬肚湯,,Soups
鳳梨苦瓜雞,,Soups
排骨酥,,Soups
腦髓湯(豬腦),,Soups
焢肉(片),,Soups
滷鴨蛋,,Soups
乾油麵,,Soups
乾米粉,,Soups
乾冬粉,,Soups
肉焿油麵,,Soups
肉焿米粉,,Soups
肉焿冬粉,,Soups
肉焿飯,,Soups
燙 菜 燙青菜,,Soups
筍 乾,,Soups
油 油豆腐 腐,,Soups
砂鍋魚頭,Hot Pot with Stewed Fish Head in Casserole [Pre-order only],Soups
干貝蒜頭雞湯,Scallop and Chicken Soup with Garlic [Pre-order only],Soups
魚螺肉蒜湯,"Squid, Turban Snail and Leek Hot Pot",Soups
赤瓜手工肉丸湯,Meat Ball and Cucumber Soup,Soups
脆筍排骨湯,Rib and Bamboo Shoot Soup [Only offered in Winter ],Soups
牛肝菌蘆花雞鍋,,Soups
酸菜白肉鍋,,Soups
澎湖海菜湯,,Soups
魚池鄉紅茶,,Desserts & Sweets
濃醇鮮奶茶,,Desserts & Sweets
枸杞菊花露,,Desserts & Sweets
阿梅酸梅湯,,Desserts & Sweets
桂花烏龍茶,,Desserts & Sweets
菊花普洱,,Desserts & Sweets
八寶茶,,Desserts & Sweets
手工豆花,,Desserts & Sweets
手工布丁,,Desserts & Sweets
海尼根,,Desserts & Sweets
金牌台啤,,Desserts & Sweets
招牌香酥鴨,,Other
文昌玉米蘆花雞,,Other
醬燒栗子雞,,Other
川府辣子雞,,Other
豆乳香香雞,,Other
松露滑蛋鮮蝦,,Sides & Accompaniments
魚香烘蛋,,Sides & Accompaniments
蕃茄櫛瓜炒蛋,,Sides & Accompaniments
鍋巴金莎豆腐,,Sides & Accompaniments
醬燒雞蛋豆腐,,Sides & Accompaniments
麻婆鹽滷豆腐,,Sides & Accompaniments
蛋燒絲瓜,,Sides & Accompaniments
四季土豆燒茄,,Sides & Accompaniments
季節時蔬,,Sides & Accompaniments
薑爆猴頭菇,,Sides & Accompaniments
湘味臘肉炒飯,,Pasta / Noodles / Rice
香椿炒飯,,Pasta / Noodles / Rice
酸豇豆肉絲炒飯,,Pasta / Noodles / Rice
香酥銀絲卷,,Pasta / Noodles / Rice
私房拌麵線,,Pasta / Noodles / Rice
藜麥十穀飯,,Pasta / Noodles / Rice
關山白米飯,,Pasta / Noodles / Rice
松露野菇燉飯,Mushroom and Truffle Risotto,Pasta / Noodles / Rice
雞肉蘆筍燉飯,Chicken and Asparagus Risotto,Pasta / Noodles / Rice
茄汁菠菜香腸燉飯,Sausage and Spinach Risotto,Pasta / Noodles / Rice
奶油南瓜蟹肉燉飯,Crabmeat and Pumpkin Risotto,Pasta / Noodles / Rice
番紅花海鮮燉飯,Seafood Risotto with Saffron,Pasta / Noodles / Rice
茄汁干貝鮮蝦燉飯,Scallop and Shrimp Risotto,Pasta / Noodles / Rice
嫩雞培根燉飯,,Other
綜合肉類燉飯,,Other
綜合海鮮燉飯,,Other
西班牙海鮮燉飯,,Other
泰式咖哩飯,,Other
墨西哥雞肉煎餅,,Other
燻腸培根蛋汁麵,,Pasta / Noodles / Rice
嫩雞培根麵,,Pasta / Noodles / Rice
蒜香辣味義式炒麵,,Pasta / Noodles / Rice
麻奶牛肉義大利麵,,Pasta / Noodles / Rice
蛤蠣嫩雞奶油青醬麵,,Pasta / Noodles / Rice
綜合海鮮麵,,Pasta / Noodles / Rice
泰式酸辣海鮮麵,,Pasta / Noodles / Rice
青檸奶油鱸魚麵,,Pasta / Noodles / Rice
洋蔥圈,,Snacks & Small Bites
炸芋粿,,Snacks & Small Bites
炸百頁,,Snacks & Small Bites
炸鮮奶,,Snacks & Small Bites
炸米血,,Snacks & Small Bites
鹹酥雞,,Snacks & Small Bites
麥克雞塊,,Snacks & Small Bites
炸豆干,,Snacks & Small Bites
微笑薯餅,,Snacks & Small Bites
炸甜不辣,,Snacks & Small Bites
雞蛋豆腐,,Snacks & Small Bites
蜂蜜芥末美式脆薯,,Snacks & Small Bites
炸雞排,,Snacks & Small Bites
醬烤雞排,,Snacks & Small Bites
美式咖啡,,Other
拿鐵咖啡,,Other
卡布奇諾,,Other
焦糖拿鐵咖啡,,Other
榛果拿鐵咖啡,,Other
玫瑰拿鐵咖啡,,Other
英式紅茶,,Beverages (Non-Alcoholic)
英式伯爵茶,,Beverages (Non-Alcoholic)
原味鬆餅,,Beverages (Non-Alcoholic)
熱帶風情茶,,Beverages (Non-Alcoholic)
香蕉巧克力鬆餅,,Beverages (Non-Alcoholic)
英式蘋果茶,,Beverages (Non-Alcoholic)
鮮果蜂蜜鬆餅,,Beverages (Non-Alcoholic)
伯爵鮮奶茶,,Beverages (Non-Alcoholic)
鮮果焦糖鬆餅,,Beverages (Non-Alcoholic)
玫瑰鮮奶茶,,Beverages (Non-Alcoholic)
鮮果蜜糖吐司塔,,Beverages (Non-Alcoholic)
焦糖鮮奶茶,,Beverages (Non-Alcoholic)
鮮果焦糖吐司塔,,Beverages (Non-Alcoholic)
榛果鮮奶茶,,Beverages (Non-Alcoholic)
鳳梨冰沙,,Beverages (Non-Alcoholic)
柳橙冰沙,,Beverages (Non-Alcoholic)
香蕉巧克力吐司塔,,Beverages (Non-Alcoholic)
柚子茶,,Beverages (Non-Alcoholic)
草莓冰沙,,Beverages (Non-Alcoholic)
咖啡冰沙,,Beverages (Non-Alcoholic)
芒果冰沙,,Beverages (Non-Alcoholic)
百香果冰沙,,Beverages (Non-Alcoholic)
黑糖薑茶,,Beverages (Non-Alcoholic)
西柚汁冰沙,,Beverages (Non-Alcoholic)
拿鐵冰沙,,Beverages (Non-Alcoholic)
水果茶,,Beverages (Non-Alcoholic)
柳橙汁,,Beverages (Non-Alcoholic)
西柚汁,,Beverages (Non-Alcoholic)
百香果汁,,Beverages (Non-Alcoholic)
甜不辣,,Mains
四季豆,,Mains
脆皮雞排,,Mains
脆薯條,,Mains
玉米筍,,Mains
香酥雞排,,Mains
地瓜條,,Mains
花椰菜,,Mains
鹽酥雞,,Mains
小黃瓜,,Mains
魷魚酥,,Mains
雞蛋豆腐,,Mains
糯米椒,,Mains
唐揚雞塊,,Mains
百頁豆腐,,Mains
青椒,,Mains
雞軟骨,,Mains
炸湯圓,,Mains
洋蔥,,Mains
雞皮,,Mains
QQ球,,Mains
杏鮑菇,,Mains
雞胗(一串),,Mains
米血,,Mains
雞心(一串),,Mains
豆干,,Mains
雞屁股(一串),,Beverages (Non-Alcoholic)
蘿蔔糕,,Beverages (Non-Alcoholic)
油切綠茶,,Beverages (Non-Alcoholic)
麥克雞塊,,Beverages (Non-Alcoholic)
手工米腸,,Beverages (Non-Alcoholic)
桂花烏龍,,Beverages (Non-Alcoholic)
日式天婦羅,,Beverages (Non-Alcoholic)
銀絲卷,,Beverages (Non-Alcoholic)
金杯紅茶,,Beverages (Non-Alcoholic)
花枝丸,,Beverages (Non-Alcoholic)
柳葉魚,,Beverages (Non-Alcoholic)
桂花綠茶,,Beverages (Non-Alcoholic)
鑫鑫腸,,Beverages (Non-Alcoholic)
芋粿,,Beverages (Non-Alcoholic)
牛肉麵,House Special Beef Noodle Soup (with meat),Pasta / Noodles / Rice
牛肉湯麵,House Special Beef Noodle Soup (without meat),Mains
麻辣牛肉麵,Spicy Beef Noodle Soup (with meat),Mains
麻辣牛肉湯麵,Spicy House Special Beef Noodle Soup (without meat),Mains
鹽酥雞麵,Noodle Soup with Deep Fried Chicken Nuggets,Mains
炸雞排麵,Noodle Soup with Deep Fried Chicken Steak,Mains
炸排骨麵,Noodle Soup with Deep Fried Pork Chop,Mains
餛飩麵,Wonton Noodle Soup,Mains
炸醬麵,Soybean Paste Meat Sauce on Noodle,Mains
乾麵,Braised Minced Pork Sauce on Noodle,Mains
辣乾麵,Spicy Meat Sauce on Noodle,Mains
麻醬麵,Gomae Sauce on Noodle,Mains
擔仔麵,Noodle Soup with Minced Pork Sauce and Veggies,Mains
鹽酥雞飯套餐,Deep Fried Chicken Nugget Rice Combo,Mains
破店燒雞腿套餐,STRIKE Special BBQ Chicken Rice Combo,Mains
炸雞排飯套餐,Deep Fried Chicken Steak Rice Combo,Mains
照燒雞排飯套餐,Teriyaki Chicken Steak Rice Combo,Mains
BBQ雞排飯套餐,BBQ Chicken Steak Rice Combo,Mains
滷肉飯套餐,Taiwanese Style Braised Minced Pork Rice Combo,Mains
炸排骨飯套餐,Deep Fried Pork Chop Rice Combo,Mains
BBQ排骨套餐,BBQ Pork Chop Rice Combo,Mains
照燒排骨飯套餐,Teriyaki Pork Chop Rice Combo,Mains
黑胡椒鐵板牛排,Taiwanese Style Steak w/ Black Pepper Sauce on Sizzling Plate (serve w/ noodle),Mains
黑胡椒鐵板雞排,Taiwanese Style Chicken Steak w/ Black Pepper Sauce on Sizzling Plate (serve w/ noodle),Mains
黑胡椒鐵板牛排飯,Taiwanese Style Steak w/ Black Pepper Souce on Sizzing Plate (serve w/ricel,Mains
黑胡椒鐵板雞排飯,Taiwanese Style Chicken Steak w/ Black Pepper Sauce on Sizzling Plate (serve w/ rice),Mains
黑胡椒鐵板麵,Noodle w/ Black Pepper Sauce on Sizzling Plate,Mains
奶茶,,Other
奶綠,,Soups
楊桃奶茶,,Soups
仙草奶茶,,Soups
洛神奶茶,,Soups
冬瓜奶茶,,Soups
紅茶檸檬,,Soups
楊桃檸檬,,Soups
仙草檸檬,,Soups
洛神檸檬,,Soups
綠茶檸檬,,Soups
冬瓜檸檬,,Soups
紅茶多多,,Soups
楊桃多多,,Soups
仙草多多,,Soups
洛神多多,,Soups
綠茶多多,,Soups
冬瓜多多,,Soups
百香紅茶,,Soups
百香冬瓜,,Soups
百香烏龍綠,,Soups
百香洛神,,Soups
百香楊桃,,Soups
洛神香Q凍,,Soups
鳳梨冰茶,,Soups
鳳梨紅茶,,Soups
鳳梨楊桃,,Soups
鳳梨洛神茶,,Soups
鳳梨綠茶,,Soups
鳳梨冬瓜茶,,Soups
紅茶,,Soups
楊桃汁,,Soups
楊桃綠茶,,Soups
仙草甘茶,,Soups
仙楂洛神茶,,Soups
健康烏龍綠茶,,Soups
黑糖冬瓜露,,Soups
冬瓜楊桃,,Soups
冬瓜紅茶,,Soups
冬瓜仙草,,Soups
冬瓜洛神,,Soups
冬瓜綠茶,,Soups
♠鹹酥炸花枝,Calamari Strips,Snacks & Small Bites
冰綠茶,Green Tea,Beverages (Non-Alcoholic)
◎香酥唐揚雞,Chicken nuggets,Beverages (Non-Alcoholic)
冰復刻紅茶,Black Tea,Beverages (Non-Alcoholic)
